股票代號,股票名稱,股數,持股權重
1210,大成,754000,0.19
1560,中砂,1000,0.0
2059,川湖,57000,0.82
2308,台達電,1095000,3.65
2317,鴻海,1000,0.0
2330,台積電,1601000,8.96
2345,智邦,1162000,5.46
2354,鴻準,2204000,0.74
2357,華碩,852000,2.61
2368,金像電,1650000,3.47
2383,台光電,926000,4.98
2439,美律,1000,0.0
2449,京元電子,5977000,4.35
2454,聯發科,496000,3.31
2481,強茂,2175000,0.73
2618,長榮航,430000,0.08
2884,玉山金,14977010,2.46
2886,兆豐金,818000,0.16
3008,大立光,32000,0.37
3017,奇鋐,869000,3.92
3045,台灣大,43000,0.02
3131,弘塑,206000,1.45
3211,順達,102000,0.18
3217,優群,1000,0.0
3231,緯創,1591000,0.87
3376,新日興,800000,0.89
3529,力旺,80000,0.95
3533,嘉澤,159000,1.08
3583,辛耘,888000,1.6
3653,健策,388000,4.56
3661,世芯-KY,291000,5.4
3665,貿聯-KY,1231848,6.3
4770,上品,484000,0.71
4958,臻鼎-KY,3868000,3.25
4966,譜瑞-KY,212000,0.8
5347,世界,663000,0.29
6139,亞翔,1000,0.0
6143,振曜,1000,0.0
6223,旺矽,525000,3.51
6274,台燿,1578000,2.34
6278,台表科,1000,0.0
6472,保瑞,251000,0.89
6515,穎崴,1000,0.01
6669,緯穎,226000,3.2
6757,台灣虎航,142000,0.06
6805,富世達,414000,1.96
8028,昇陽半導體,1499000,1.25
8046,南電,3399000,3.04
8210,勤誠,822000,2.26
8996,高力,1000,0.0
